Time,Force,Displacement,Optical Displacement,Mechanical Displacement
(s),(lbf),(in),(in),(in)
"79.500","4101","0.1325","0.00228","0.00405"
"79.600","4110","0.1327","0.00230","0.00406"
"79.700","4120","0.1329","0.00232","0.00407"
"79.800","4129","0.1330","0.00234","0.00407"
"79.900","4138","0.1332","0.00238","0.00408"
"80.000","4147","0.1334","0.00239","0.00409"
"80.100","4157","0.1335","0.00243","0.00410"
"80.200","4166","0.1337","0.00246","0.00411"
"80.300","4175","0.1339","0.00248","0.00412"
"80.400","4184","0.1340","0.00251","0.00412"
"80.500","4194","0.1342","0.00253","0.00413"
"80.600","4203","0.1344","0.00255","0.00414"
"80.700","4212","0.1345","0.00258","0.00415"
"80.800","4222","0.1347","0.00261","0.00416"
"80.900","4232","0.1349","0.00264","0.00417"
"81.000","4241","0.1350","0.00267","0.00418"
"81.100","4250","0.1352","0.00270","0.00418"
"81.200","4260","0.1354","0.00273","0.00419"
"81.300","4269","0.1355","0.00277","0.00420"
"81.400","4278","0.1357","0.00280","0.00421"
"81.500","4288","0.1359","0.00282","0.00422"
"81.600","4297","0.1360","0.00284","0.00423"
"81.700","4307","0.1362","0.00288","0.00424"
"81.800","4316","0.1364","0.00292","0.00424"
"81.900","4325","0.1365","0.00295","0.00425"
"82.000","4335","0.1367","0.00298","0.00426"
"82.100","4344","0.1369","0.00302","0.00427"
"82.200","4354","0.1370","0.00306","0.00428"
"82.300","4363","0.1372","0.00309","0.00429"
"82.400","4373","0.1374","0.00313","0.00430"
"82.500","4382","0.1375","0.00316","0.00430"
"82.600","4391","0.1377","0.00320","0.00431"
"82.700","4401","0.1379","0.00324","0.00432"
"82.800","4410","0.1380","0.00327","0.00433"
"82.900","4420","0.1382","0.00331","0.00434"
"83.000","4430","0.1384","0.00333","0.00435"
"83.100","4439","0.1385","0.00338","0.00436"
"83.200","4448","0.1387","0.00341","0.00436"
"83.300","4458","0.1389","0.00344","0.00437"
"83.400","4468","0.1390","0.00350","0.00438"
"83.500","4477","0.1392","0.00354","0.00439"
"83.600","4487","0.1394","0.00359","0.00440"
"83.700","4496","0.1395","0.00362","0.00441"
"83.800","4505","0.1397","0.00365","0.00442"
"83.900","4515","0.1399","0.00369","0.00442"
"84.000","4524","0.1400","0.00373","0.00443"
"84.100","4534","0.1402","0.00376","0.00444"
"84.200","4544","0.1404","0.00372","0.00445"
"84.300","4553","0.1405","0.00304","0.00446"
"84.400","4562","0.1407","0.00255","0.00447"
"84.500","4572","0.1409","0.00238","0.00448"
"84.600","4581","0.1410","0.00246","0.00448"
"84.700","4591","0.1412","0.00246","0.00449"
"84.800","4600","0.1414","0.00248","0.00450"
"84.900","4610","0.1415","0.00253","0.00451"
"85.000","4620","0.1417","0.00252","0.00452"
"85.100","4629","0.1419","0.00257","0.00453"
"85.200","4639","0.1420","0.00255","0.00454"
"85.300","4648","0.1422","0.00260","0.00454"
"85.400","4658","0.1424","0.00260","0.00455"
"85.500","4668","0.1425","0.00260","0.00456"
"85.600","4677","0.1427","0.00262","0.00457"
"85.700","4687","0.1429","0.00267","0.00458"
"85.800","4696","0.1430","0.00268","0.00459"
"85.900","4706","0.1432","0.00268","0.00460"
"86.000","4715","0.1434","0.00271","0.00461"
"86.100","4725","0.1435","0.00279","0.00461"
"86.200","4735","0.1437","0.00278","0.00457"
"86.300","4744","0.1439","0.00279","0.00458"
"86.400","4753","0.1440","0.00282","0.00459"
"86.500","4763","0.1442","0.00284","0.00460"
"86.600","4772","0.1444","0.00285","0.00460"
"86.700","4781","0.1445","0.00288","0.00462"
"86.800","4791","0.1447","0.00291","0.00462"
"86.900","4801","0.1449","0.00294","0.00463"
"87.000","4811","0.1450","0.00294","0.00464"
"87.100","4820","0.1452","0.00296","0.00465"
"87.200","4830","0.1454","0.00298","0.00466"
"87.300","4839","0.1455","0.00303","0.00467"
"87.400","4849","0.1457","0.00307","0.00468"
"87.500","4859","0.1459","0.00312","0.00469"
"87.600","4868","0.1460","0.00314","0.00470"
"87.700","4877","0.1462","0.00317","0.00471"
"87.800","4887","0.1464","0.00319","0.00471"
"87.900","4897","0.1465","0.00323","0.00472"
"88.000","4906","0.1467","0.00326","0.00473"
"88.100","4916","0.1469","0.00328","0.00474"
"88.200","4925","0.1470","0.00331","0.00475"
"88.300","4935","0.1472","0.00335","0.00476"
"88.400","4944","0.1474","0.00338","0.00477"
"88.500","4953","0.1475","0.00341","0.00478"
"88.600","4963","0.1477","0.00343","0.00479"
"88.700","4972","0.1479","0.00347","0.00480"
"88.800","4982","0.1480","0.00350","0.00481"
"88.900","4991","0.1482","0.00353","0.00482"
"89.000","5001","0.1484","0.00356","0.00483"
"89.100","5010","0.1485","0.00360","0.00484"
"89.200","5019","0.1487","0.00365","0.00485"
"89.300","5029","0.1489","0.00369","0.00486"
"89.400","5038","0.1490","0.00372","0.00487"
"89.500","5048","0.1492","0.00376","0.00488"
"89.600","5057","0.1494","0.00380","0.00490"
"89.700","5067","0.1495","0.00383","0.00491"
"89.800","5076","0.1497","0.00387","0.00492"
"89.900","5085","0.1499","0.00391","0.00493"
"90.000","5094","0.1500","0.00395","0.00494"
"90.100","5104","0.1502","0.00399","0.00495"
"90.200","5113","0.1504","0.00403","0.00496"
"90.300","5123","0.1505","0.00407","0.00497"
"90.400","5132","0.1507","0.00412","0.00498"
"90.500","5141","0.1509","0.00417","0.00500"
"90.600","5150","0.1510","0.00421","0.00501"
"90.700","5159","0.1512","0.00425","0.00502"
"90.800","5168","0.1514","0.00429","0.00503"
"90.900","5178","0.1515","0.00433","0.00505"
"91.000","5187","0.1517","0.00437","0.00506"
"91.100","5195","0.1519","0.00438","0.00507"
"91.200","5205","0.1520","0.00401","0.00508"
"91.300","5213","0.1522","0.00353","0.00509"
"91.400","5223","0.1524","0.00314","0.00511"
"91.500","5232","0.1525","0.00320","0.00512"
"91.600","5241","0.1527","0.00310","0.00513"
"91.700","5249","0.1529","0.00308","0.00515"
"91.800","5258","0.1530","0.00314","0.00516"
"91.900","5267","0.1532","0.00317","0.00517"
"92.000","5275","0.1534","0.00307","0.00519"
"92.100","5284","0.1535","0.00303","0.00520"
"92.200","5293","0.1537","0.00313","0.00522"
"92.300","5301","0.1539","0.00323","0.00523"
"92.400","5310","0.1540","0.00328","0.00525"
"92.500","5318","0.1542","0.00328","0.00526"
"92.600","5327","0.1544","0.00333","0.00528"
"92.700","5335","0.1545","0.00332","0.00529"
"92.800","5344","0.1547","0.00337","0.00531"
"92.900","5352","0.1549","0.00343","0.00533"
"93.000","5360","0.1550","0.00344","0.00534"
"93.100","5368","0.1552","0.00350","0.00536"
"93.200","5376","0.1554","0.00352","0.00538"
"93.300","5384","0.1555","0.00354","0.00540"
"93.400","5392","0.1557","0.00355","0.00541"
"93.500","5400","0.1559","0.00359","0.00543"
"93.600","5408","0.1560","0.00358","0.00545"
"93.700","5416","0.1562","0.00362","0.00547"
"93.800","5423","0.1564","0.00367","0.00549"
"93.900","5431","0.1565","0.00370","0.00551"
"94.000","5438","0.1567","0.00374","0.00553"
"94.100","5445","0.1569","0.00379","0.00556"
"94.200","5453","0.1570","0.00383","0.00558"
"94.300","5460","0.1572","0.00388","0.00560"
"94.400","5466","0.1574","0.00393","0.00563"
"94.500","5473","0.1575","0.00398","0.00565"
"94.600","5480","0.1577","0.00401","0.00568"
"94.700","5487","0.1579","0.00406","0.00570"
"94.800","5493","0.1580","0.00412","0.00573"
"94.900","5499","0.1582","0.00416","0.00576"
"95.000","5505","0.1584","0.00419","0.00578"
"95.100","5511","0.1585","0.00424","0.00581"
"95.200","5516","0.1587","0.00429","0.00584"
"95.300","5522","0.1589","0.00433","0.00587"
"95.400","5528","0.1590","0.00438","0.00590"
"95.500","5533","0.1592","0.00442","0.00593"
"95.600","5538","0.1594","0.00448","0.00596"
"95.700","5543","0.1595","0.00454","0.00600"
"95.800","5548","0.1597","0.00459","0.00603"
"95.900","5552","0.1599","0.00464","0.00606"
"96.000","5557","0.1600","0.00471","0.00609"
"96.100","5561","0.1602","0.00477","0.00613"
"96.200","5566","0.1604","0.00482","0.00617"
"96.300","5570","0.1605","0.00488","0.00620"
"96.400","5574","0.1607","0.00494","0.00624"
"96.500","5577","0.1609","0.00498","0.00628"
"96.600","5581","0.1610","0.00503","0.00631"
"96.700","5584","0.1612","0.00509","0.00635"
"96.800","5588","0.1614","0.00516","0.00639"
"96.900","5592","0.1615","0.00522","0.00640"
"97.000","5595","0.1617","0.00530","0.00644"
"97.100","5597","0.1619","0.00536","0.00648"
"97.200","5601","0.1620","0.00542","0.00653"
"97.300","5603","0.1622","0.00550","0.00657"
"97.400","5606","0.1624","0.00558","0.00661"
"97.500","5609","0.1625","0.00563","0.00666"
"97.600","5611","0.1627","0.00570","0.00670"
"97.700","5614","0.1629","0.00578","0.00675"
"97.800","5616","0.1630","0.00585","0.00680"
"97.900","5618","0.1632","0.00592","0.00684"
"98.000","5620","0.1634","0.00599","0.00689"
"98.100","5622","0.1635","0.00607","0.00694"
"98.200","5624","0.1637","0.00614","0.00699"
"98.300","5626","0.1639","0.00621","0.00704"
"98.400","5628","0.1640","0.00628","0.00709"
"98.500","5630","0.1642","0.00637","0.00715"
"98.600","5632","0.1644","0.00644","0.00720"
"98.700","5633","0.1645","0.00652","0.00725"
"98.800","5635","0.1647","0.00659","0.00731"
"98.900","5637","0.1649","0.00669","0.00736"
"99.000","5638","0.1650","0.00678","0.00742"
"99.100","5639","0.1652","0.00685","0.00746"
"99.200","5641","0.1654","0.00693","0.00751"
"99.300","5642","0.1655","0.00696","0.00757"
"99.301","5642","0.1655","0.00697","0.00757"
"99.401","5647","0.1657","0.00681","0.00763"
"99.501","5663","0.1661","0.00602","0.00773"
"99.601","5663","0.1664","0.00611","0.00786"
"99.701","5661","0.1667","0.00604","0.00800"
"99.801","5661","0.1671","0.00623","0.00814"
"99.901","5662","0.1674","0.00642","0.00827"
"100.001","5663","0.1677","0.00652","0.00840"
"100.101","5664","0.1681","0.00668","0.00853"
"100.201","5666","0.1684","0.00676","0.00866"
"100.301","5667","0.1687","0.00692","0.00879"
"100.401","5668","0.1691","0.00706","0.00893"
"100.501","5669","0.1694","0.00720","0.00907"
"100.601","5670","0.1697","0.00732","0.00921"
"100.701","5672","0.1701","0.00748","0.00933"
"100.801","5673","0.1704","0.00762","0.00947"
"100.901","5674","0.1707","0.00778","0.00961"
"101.001","5675","0.1711","0.00794","0.00976"
"101.101","5676","0.1714","0.00809","0.00990"
"101.201","5676","0.1717","0.00824","0.01004"
"101.301","5677","0.1721","0.00840","0.01018"
"101.401","5678","0.1724","0.00854","0.01032"
"101.501","5679","0.1727","0.00871","0.01047"
"101.601","5680","0.1731","0.00886","0.01062"
"101.701","5681","0.1734","0.00902","0.01077"
"101.801","5682","0.1737","0.00918","0.01091"
"101.901","5683","0.1741","0.00934","0.01106"
"102.001","5684","0.1744","0.00950","0.01121"
"102.101","5685","0.1747","0.00967","0.01136"
"102.201","5686","0.1751","0.00984","0.01151"
"102.301","5686","0.1754","0.00998","0.01166"
"102.401","5687","0.1757","0.01016","0.01181"
"102.501","5688","0.1761","0.01033","0.01196"
"102.601","5688","0.1764","0.01048","0.01211"
"102.701","5689","0.1767","0.01063","0.01227"
"102.801","5690","0.1771","0.01079","0.01242"
"102.901","5691","0.1774","0.01095","0.01258"
"103.001","5691","0.1777","0.01111","0.01273"
"103.101","5692","0.1781","0.01128","0.01288"
"103.201","5693","0.1784","0.01145","0.01304"
"103.301","5694","0.1787","0.01163","0.01319"
"103.401","5695","0.1791","0.01179","0.01335"
"103.501","5695","0.1794","0.01194","0.01351"
"103.601","5696","0.1797","0.01210","0.01366"
"103.701","5697","0.1801","0.01226","0.01381"
"103.801","5698","0.1804","0.01243","0.01397"
"103.901","5699","0.1807","0.01260","0.01413"
"104.001","5699","0.1811","0.01278","0.01429"
"104.101","5700","0.1814","0.01296","0.01445"
"104.201","5701","0.1817","0.01314","0.01460"
"104.301","5701","0.1821","0.01332","0.01475"
"104.401","5702","0.1824","0.01349","0.01491"
"104.501","5703","0.1827","0.01366","0.01507"
"104.601","5704","0.1831","0.01385","0.01522"
"104.701","5705","0.1834","0.01403","0.01538"
"104.801","5706","0.1837","0.01421","0.01554"
"104.901","5706","0.1841","0.01439","0.01569"
"105.001","5707","0.1844","0.01455","0.01585"
"105.101","5708","0.1847","0.01471","0.01600"
"105.201","5708","0.1851","0.01488","0.01616"
"105.301","5709","0.1854","0.01457","0.01632"
"105.401","5710","0.1857","0.01412","0.01647"
"105.501","5711","0.1861","0.01418","0.01663"
"105.601","5711","0.1864","0.01421","0.01677"
"105.701","5712","0.1867","0.01432","0.01693"
"105.801","5713","0.1871","0.01454","0.01708"
"105.901","5714","0.1874","0.01467","0.01724"
"106.001","5715","0.1877","0.01484","0.01739"
"106.101","5716","0.1881","0.01495","0.01755"
"106.201","5716","0.1884","0.01512","0.01770"
"106.301","5717","0.1887","0.01528","0.01784"
"106.401","5718","0.1891","0.01541","0.01799"
"106.501","5719","0.1894","0.01556","0.01815"
"106.601","5720","0.1897","0.01573","0.01829"
"106.701","5721","0.1901","0.01592","0.01844"
"106.801","5721","0.1904","0.01604","0.01858"
"106.901","5722","0.1907","0.01622","0.01873"
"107.001","5723","0.1911","0.01634","0.01887"
"107.101","5724","0.1914","0.01651","0.01902"
"107.201","5725","0.1917","0.01667","0.01917"
"107.301","5726","0.1921","0.01679","0.01932"
"107.401","5726","0.1924","0.01693","0.01946"
"107.501","5727","0.1927","0.01709","0.01961"
"107.601","5728","0.1931","0.01724","0.01976"
"107.701","5729","0.1934","0.01739","0.01989"
"107.801","5730","0.1937","0.01755","0.02004"
"107.901","5731","0.1941","0.01769","0.02018"
"108.001","5731","0.1944","0.01785","0.02033"
"108.101","5732","0.1947","0.01799","0.02047"
"108.201","5733","0.1951","0.01815","0.02062"
"108.301","5734","0.1954","0.01830","0.02076"
"108.401","5735","0.1957","0.01844","0.02090"
"108.501","5736","0.1961","0.01858","0.02104"
"108.601","5736","0.1964","0.01874","0.02118"
"108.701","5737","0.1967","0.01889","0.02132"
"108.801","5738","0.1971","0.01904","0.02146"
"108.901","5739","0.1974","0.01919","0.02161"
"109.001","5740","0.1977","0.01935","0.02174"
"109.101","5741","0.1981","0.01951","0.02189"
"109.201","5742","0.1984","0.01967","0.02202"
"109.301","5743","0.1987","0.01984","0.02216"
"109.401","5743","0.1991","0.02000","0.02230"
"109.501","5744","0.1994","0.02015","0.02243"
"109.601","5745","0.1997","0.02030","0.02257"
"109.701","5746","0.2001","0.02044","0.02271"
"109.801","5747","0.2004","0.02060","0.02285"
"109.901","5747","0.2007","0.02075","0.02299"
"110.001","5748","0.2011","0.02090","0.02312"
"110.101","5749","0.2014","0.02106","0.02326"
"110.201","5750","0.2017","0.02121","0.02339"
"110.301","5751","0.2021","0.02136","0.02353"
"110.401","5752","0.2024","0.02150","0.02367"
"110.501","5753","0.2027","0.02166","0.02380"
"110.601","5754","0.2031","0.02181","0.02394"
"110.701","5755","0.2034","0.02197","0.02407"
"110.801","5755","0.2037","0.02212","0.02420"
"110.901","5756","0.2041","0.02228","0.02434"
"111.001","5757","0.2044","0.02232","0.02448"
"111.101","5758","0.2047","0.02221","0.02461"
"111.201","5759","0.2051","0.02173","0.02475"
"111.301","5760","0.2054","0.02174","0.02488"
"111.401","5760","0.2057","0.02190","0.02501"
"111.501","5762","0.2061","0.02202","0.02515"
"111.601","5762","0.2064","0.02213","0.02528"
"111.701","5763","0.2067","0.02230","0.02542"
"111.801","5764","0.2071","0.02237","0.02555"
"111.901","5765","0.2074","0.02244","0.02568"
"112.001","5766","0.2077","0.02257","0.02582"
"112.101","5767","0.2081","0.02277","0.02595"
"112.201","5768","0.2084","0.02295","0.02608"
"112.301","5769","0.2087","0.02308","0.02622"
"112.401","5769","0.2091","0.02321","0.02636"
"112.501","5770","0.2094","0.02335","0.02649"
"112.601","5771","0.2097","0.02348","0.02662"
"112.701","5772","0.2101","0.02360","0.02675"
"112.801","5773","0.2104","0.02374","0.02688"
"112.901","5774","0.2107","0.02387","0.02702"
"113.001","5775","0.2111","0.02400","0.02715"
"113.101","5776","0.2114","0.02414","0.02728"
"113.201","5777","0.2117","0.02427","0.02742"
"113.301","5777","0.2121","0.02440","0.02755"
"113.401","5778","0.2124","0.02454","0.02768"
"113.501","5779","0.2127","0.02468","0.02782"
"113.601","5780","0.2131","0.02483","0.02795"
"113.701","5781","0.2134","0.02498","0.02808"
"113.801","5782","0.2137","0.02512","0.02822"
"113.901","5783","0.2141","0.02526","0.02835"
"114.001","5784","0.2144","0.02541","0.02848"
"114.101","5785","0.2147","0.02555","0.02861"
"114.201","5785","0.2151","0.02569","0.02874"
"114.301","5786","0.2154","0.02583","0.02888"
"114.401","5787","0.2157","0.02596","0.02901"
"114.501","5788","0.2161","0.02610","0.02914"
"114.601","5789","0.2164","0.02624","0.02928"
"114.701","5790","0.2167","0.02638","0.02941"
"114.801","5790","0.2171","0.02652","0.02954"
"114.901","5791","0.2174","0.02666","0.02967"
"115.001","5792","0.2177","0.02682","0.02980"
"115.101","5793","0.2181","0.02696","0.02994"
"115.201","5794","0.2184","0.02711","0.03007"
"115.301","5795","0.2187","0.02727","0.03020"
"115.401","5796","0.2191","0.02742","0.03033"
"115.501","5797","0.2194","0.02757","0.03046"
"115.601","5798","0.2197","0.02772","0.03060"
"115.701","5798","0.2201","0.02786","0.03073"
"115.801","5799","0.2204","0.02801","0.03086"
"115.901","5800","0.2207","0.02817","0.03099"
"116.001","5801","0.2211","0.02833","0.03112"
"116.101","5802","0.2214","0.02848","0.03125"
"116.201","5803","0.2217","0.02862","0.03139"
"116.301","5804","0.2221","0.02875","0.03151"
"116.401","5804","0.2224","0.02840","0.03165"
"116.501","5805","0.2227","0.02815","0.03178"
"116.601","5806","0.2231","0.02823","0.03191"
"116.701","5807","0.2234","0.02835","0.03204"
"116.801","5808","0.2237","0.02849","0.03217"
"116.901","5809","0.2241","0.02870","0.03230"
"117.001","5809","0.2244","0.02884","0.03244"
"117.101","5810","0.2247","0.02891","0.03257"
"117.201","5811","0.2251","0.02906","0.03270"
"117.301","5812","0.2254","0.02918","0.03283"
"117.401","5813","0.2257","0.02935","0.03296"
"117.501","5814","0.2261","0.02946","0.03309"
"117.601","5815","0.2264","0.02961","0.03322"
"117.701","5816","0.2267","0.02974","0.03335"
"117.801","5817","0.2271","0.02987","0.03348"
"117.901","5817","0.2274","0.03001","0.03361"
"118.001","5818","0.2277","0.03013","0.03375"
"118.101","5819","0.2281","0.03026","0.03387"
"118.201","5820","0.2284","0.03040","0.03401"
"118.301","5820","0.2287","0.03053","0.03414"
"118.401","5822","0.2291","0.03065","0.03427"
"118.501","5823","0.2294","0.03079","0.03440"
"118.601","5823","0.2297","0.03091","0.03453"
"118.701","5824","0.2301","0.03106","0.03466"
"118.801","5825","0.2304","0.03121","0.03478"
"118.901","5826","0.2307","0.03134","0.03490"
"119.001","5826","0.2311","0.03147","0.03504"
"119.101","5827","0.2314","0.03160","0.03517"
"119.201","5828","0.2317","0.03173","0.03530"
"119.301","5829","0.2321","0.03188","0.03543"
"119.401","5830","0.2324","0.03202","0.03556"
"119.501","5830","0.2327","0.03217","0.03569"
"119.601","5831","0.2331","0.03231","0.03582"
"119.701","5832","0.2334","0.03245","0.03595"
"119.801","5833","0.2337","0.03257","0.03608"
"119.901","5834","0.2341","0.03272","0.03620"
"120.001","5835","0.2344","0.03284","0.03634"
"120.101","5836","0.2347","0.03299","0.03647"
"120.201","5836","0.2351","0.03313","0.03659"
"120.301","5837","0.2354","0.03326","0.03672"
"120.401","5838","0.2357","0.03340","0.03685"
"120.501","5839","0.2361","0.03355","0.03698"
"120.601","5840","0.2364","0.03369","0.03711"
"120.701","5840","0.2367","0.03382","0.03724"
"120.801","5841","0.2371","0.03396","0.03737"
"120.901","5842","0.2374","0.03410","0.03750"
"121.001","5843","0.2377","0.03424","0.03763"
"121.101","5844","0.2381","0.03440","0.03776"
"121.201","5844","0.2384","0.03454","0.03788"
"121.301","5845","0.2387","0.03469","0.03801"
"121.401","5846","0.2391","0.03484","0.03814"
"121.501","5847","0.2394","0.03498","0.03827"
"121.601","5847","0.2397","0.03507","0.03840"
"121.701","5849","0.2401","0.03465","0.03853"
"121.801","5849","0.2404","0.03468","0.03866"
"121.901","5850","0.2407","0.03474","0.03878"
"122.001","5851","0.2411","0.03484","0.03891"
"122.101","5851","0.2414","0.03493","0.03904"
"122.201","5853","0.2417","0.03507","0.03917"
"122.301","5853","0.2421","0.03513","0.03930"
"122.401","5854","0.2424","0.03525","0.03943"
"122.501","5855","0.2427","0.03537","0.03956"
"122.601","5856","0.2431","0.03551","0.03968"
"122.701","5856","0.2434","0.03571","0.03989"
"122.801","5857","0.2437","0.03584","0.04002"
"122.901","5858","0.2441","0.03597","0.04015"
"123.001","5859","0.2444","0.03610","0.04028"
"123.101","5860","0.2447","0.03623","0.04041"
"123.201","5860","0.2451","0.03634","0.04053"
"123.301","5861","0.2454","0.03645","0.04066"
"123.401","5862","0.2457","0.03655","0.04079"
"123.501","5863","0.2461","0.03669","0.04092"
"123.601","5863","0.2464","0.03682","0.04105"
"123.701","5864","0.2467","0.03696","0.04118"
"123.801","5865","0.2471","0.03709","0.04131"
"123.901","5866","0.2474","0.03723","0.04143"
"124.001","5866","0.2477","0.03734","0.04156"
"124.101","5867","0.2481","0.03747","0.04169"
"124.201","5868","0.2484","0.03760","0.04182"
"124.301","5869","0.2487","0.03773","0.04195"
"124.401","5869","0.2491","0.03787","0.04208"
"124.501","5870","0.2494","0.03800","0.04221"
"124.601","5871","0.2497","0.03814","0.04233"
"124.701","5872","0.2501","0.03828","0.04246"
"124.801","5873","0.2504","0.03840","0.04259"
"124.901","5873","0.2507","0.03855","0.04272"
"125.001","5874","0.2511","0.03868","0.04285"
"125.101","5875","0.2514","0.03882","0.04298"
"125.201","5876","0.2517","0.03897","0.04311"
"125.301","5876","0.2521","0.03910","0.04323"
"125.401","5878","0.2524","0.03924","0.04336"
"125.501","5878","0.2527","0.03937","0.04350"
"125.601","5879","0.2531","0.03950","0.04362"
"125.701","5879","0.2534","0.03963","0.04375"
"125.801","5880","0.2537","0.03977","0.04388"
"125.901","5881","0.2541","0.03990","0.04401"
"126.001","5882","0.2544","0.04004","0.04414"
"126.101","5882","0.2547","0.04019","0.04427"
"126.201","5883","0.2551","0.04033","0.04440"
"126.301","5884","0.2554","0.04049","0.04453"
"126.401","5884","0.2557","0.04063","0.04463"
"126.501","5885","0.2561","0.04077","0.04475"
"126.601","5886","0.2564","0.04092","0.04488"
"126.701","5887","0.2567","0.04104","0.04501"
"126.801","5887","0.2571","0.04102","0.04514"
"126.901","5888","0.2574","0.04069","0.04527"
"127.001","5889","0.2577","0.04076","0.04540"
"127.101","5890","0.2581","0.04090","0.04553"
"127.201","5891","0.2584","0.04102","0.04565"
"127.301","5891","0.2587","0.04115","0.04578"
"127.401","5892","0.2591","0.04123","0.04591"
"127.501","5893","0.2594","0.04124","0.04605"
"127.601","5893","0.2597","0.04150","0.04617"
"127.701","5894","0.2601","0.04163","0.04630"
"127.801","5894","0.2604","0.04179","0.04643"
"127.901","5895","0.2607","0.04187","0.04656"
"128.001","5896","0.2611","0.04199","0.04669"
"128.101","5897","0.2614","0.04210","0.04682"
"128.201","5897","0.2617","0.04224","0.04695"
"128.301","5898","0.2621","0.04235","0.04708"
"128.401","5898","0.2624","0.04246","0.04721"
"128.501","5899","0.2627","0.04255","0.04733"
"128.601","5900","0.2631","0.04268","0.04747"
"128.701","5901","0.2634","0.04280","0.04759"
"128.801","5901","0.2637","0.04295","0.04772"
"128.901","5902","0.2641","0.04307","0.04785"
"129.001","5903","0.2644","0.04320","0.04798"
"129.101","5904","0.2647","0.04334","0.04811"
"129.201","5904","0.2651","0.04347","0.04824"
"129.301","5905","0.2654","0.04360","0.04835"
"129.401","5906","0.2657","0.04373","0.04848"
"129.501","5906","0.2661","0.04386","0.04861"
"129.601","5907","0.2664","0.04401","0.04874"
"129.701","5908","0.2667","0.04413","0.04887"
"129.801","5908","0.2671","0.04426","0.04900"
"129.901","5909","0.2674","0.04439","0.04913"
"130.001","5910","0.2677","0.04452","0.04926"
"130.101","5910","0.2681","0.04466","0.04939"
"130.201","5911","0.2684","0.04479","0.04952"
"130.301","5911","0.2687","0.04492","0.04964"
"130.401","5913","0.2691","0.04504","0.04976"
"130.501","5913","0.2694","0.04517","0.04990"
"130.601","5914","0.2697","0.04530","0.05003"
"130.701","5914","0.2701","0.04543","0.05016"
"130.801","5915","0.2704","0.04556","0.05029"
"130.901","5915","0.2707","0.04569","0.05042"
"131.001","5916","0.2711","0.04581","0.05055"
"131.101","5917","0.2714","0.04594","0.05068"
"131.201","5917","0.2717","0.04610","0.05081"
"131.301","5918","0.2721","0.04624","0.05094"
"131.401","5919","0.2724","0.04637","0.05107"
"131.501","5919","0.2727","0.04650","0.05120"
"131.601","5920","0.2731","0.04664","0.05133"
"131.701","5921","0.2734","0.04677","0.05147"
"131.801","5922","0.2737","0.04692","0.05159"
"131.901","5922","0.2741","0.04706","0.05171"
"132.001","5923","0.2744","0.04717","0.05184"
"132.101","5923","0.2747","0.04717","0.05197"
"132.201","5924","0.2751","0.04702","0.05210"
"132.301","5925","0.2754","0.04702","0.05223"
"132.401","5925","0.2757","0.04714","0.05237"
"132.501","5926","0.2761","0.04724","0.05250"
"132.601","5926","0.2764","0.04737","0.05263"
"132.701","5927","0.2767","0.04746","0.05276"
"132.801","5928","0.2771","0.04759","0.05289"
"132.901","5928","0.2774","0.04770","0.05302"
"133.001","5929","0.2777","0.04783","0.05316"
"133.101","5929","0.2781","0.04795","0.05329"
"133.201","5930","0.2784","0.04812","0.05342"
"133.301","5930","0.2787","0.04825","0.05355"
"133.401","5931","0.2791","0.04838","0.05368"
"133.501","5932","0.2794","0.04850","0.05381"
"133.601","5932","0.2797","0.04864","0.05394"
"133.701","5933","0.2801","0.04874","0.05408"
"133.801","5934","0.2804","0.04886","0.05421"
"133.901","5934","0.2807","0.04901","0.05434"
"134.001","5935","0.2811","0.04914","0.05447"
"134.101","5936","0.2814","0.04927","0.05460"
"134.201","5936","0.2817","0.04942","0.05474"
"134.301","5937","0.2821","0.04955","0.05487"
"134.401","5937","0.2824","0.04968","0.05500"
"134.501","5938","0.2827","0.04982","0.05513"
"134.601","5938","0.2831","0.04995","0.05525"
"134.701","5939","0.2834","0.05009","0.05538"
"134.801","5940","0.2837","0.05023","0.05551"
"134.901","5940","0.2841","0.05036","0.05565"
"135.001","5941","0.2844","0.05048","0.05578"
"135.101","5941","0.2847","0.05061","0.05591"
"135.201","5942","0.2851","0.05074","0.05604"
"135.301","5942","0.2854","0.05088","0.05617"
"135.401","5943","0.2857","0.05101","0.05631"
"135.501","5944","0.2861","0.05115","0.05644"
"135.601","5944","0.2864","0.05128","0.05658"
"135.701","5944","0.2867","0.05140","0.05671"
"135.801","5945","0.2871","0.05152","0.05684"
"135.901","5945","0.2874","0.05166","0.05697"
"136.001","5946","0.2877","0.05180","0.05710"
"136.101","5947","0.2881","0.05193","0.05724"
"136.201","5947","0.2884","0.05206","0.05737"
"136.301","5948","0.2887","0.05220","0.05750"
"136.401","5948","0.2891","0.05234","0.05763"
"136.501","5949","0.2894","0.05250","0.05777"
"136.601","5950","0.2897","0.05265","0.05790"
"136.701","5951","0.2901","0.05279","0.05804"
"136.801","5951","0.2904","0.05294","0.05817"
"136.901","5951","0.2907","0.05307","0.05830"
"137.001","5952","0.2911","0.05321","0.05844"
"137.101","5952","0.2914","0.05335","0.05855"
"137.201","5953","0.2917","0.05348","0.05869"
"137.301","5953","0.2921","0.05357","0.05882"
"137.401","5954","0.2924","0.05347","0.05895"
